P0L,P0R,P1L,P1R,C0L,C0R,C1L,C1R,KEY
0x03B8,0xBB48,0x03F8,0xBB48,0xEECD,0x2713,0x9B75,0xB36A,0xDFF0
0x03A8,0xBB48,0x03E8,0xBB48,0x1993,0x0642,0x5C13,0xDAB3,0xDFF0
0x4C1E,0x994C,0x4C5E,0x994C,0x3D6F,0x483C,0xE38B,0xC878,0xDFF0
0x4C0E,0x994C,0x4C4E,0x994C,0xFCC1,0xF190,0x93A0,0x1157,0xDFF0
0x4C3E,0x994C,0x4C7E,0x994C,0x8731,0xFC30,0xE4CD,0x95CC,0xDFF0
0x4C2E,0x994C,0x4C6E,0x994C,0x0D7D,0x4456,0xF50C,0x6623,0xDFF0
0x4C5E,0x994C,0x4C1E,0x994C,0xE38B,0xC878,0x3D6F,0x483C,0xDFF0
0x4C4E,0x994C,0x4C0E,0x994C,0x93A0,0x1157,0xFCC1,0xF190,0xDFF0
0x4C7E,0x994C,0x4C3E,0x994C,0xE4CD,0x95CC,0x8731,0xFC30,0xDFF0
0x4C6E,0x994C,0x4C2E,0x994C,0xF50C,0x6623,0x0D7D,0x4456,0xDFF0
0x4C1E,0xD94C,0x4C5E,0xD94C,0x18A6,0x6702,0x4E03,0x5636,0xDFF0
0x4C0E,0xD94C,0x4C4E,0xD94C,0x6A92,0x1857,0xFD25,0x8E96,0xDFF0
0x4C3E,0xD94C,0x4C7E,0xD94C,0xBE89,0xBC22,0xB79B,0x3B37,0xDFF0
0x4C2E,0xD94C,0x4C6E,0xD94C,0x0D80,0xE375,0x2130,0xCFE6,0xDFF0
0x4C5E,0xD94C,0x4C1E,0xD94C,0x4E03,0x5636,0x18A6,0x6702,0xDFF0
0x4C4E,0xD94C,0x4C0E,0xD94C,0xFD25,0x8E96,0x6A92,0x1857,0xDFF0
0x4C7E,0xD94C,0x4C3E,0xD94C,0xB79B,0x3B37,0xBE89,0xBC22,0xDFF0
0x4C6E,0xD94C,0x4C2E,0xD94C,0x2130,0xCFE6,0x0D80,0xE375,0xDFF0
0x4C1E,0x194C,0x4C5E,0x194C,0x8B1D,0xF447,0x05F9,0x2264,0xDFF0
0x4C0E,0x194C,0x4C4E,0x194C,0xD7B4,0x4E30,0xF8E0,0x50D4,0xDFF0
0x4C3E,0x194C,0x4C7E,0x194C,0x5D50,0xFF7C,0x3EE3,0xB68F,0xDFF0
0x4C2E,0x194C,0x4C6E,0x194C,0x12DD,0x1708,0x7A3C,0xE743,0xDFF0
0x4C5E,0x194C,0x4C1E,0x194C,0x05F9,0x2264,0x8B1D,0xF447,0xDFF0
0x4C4E,0x194C,0x4C0E,0x194C,0xF8E0,0x50D4,0xD7B4,0x4E30,0xDFF0
0x4C7E,0x194C,0x4C3E,0x194C,0x3EE3,0xB68F,0x5D50,0xFF7C,0xDFF0
0x4C6E,0x194C,0x4C2E,0x194C,0x7A3C,0xE743,0x12DD,0x1708,0xDFF0
0x4C1E,0x594C,0x4C5E,0x594C,0x8F38,0xE0D9,0xD920,0x6C10,0xDFF0
0x4C0E,0x594C,0x4C4E,0x594C,0x31AD,0xE403,0xC774,0xC98D,0xDFF0
0x4C3E,0x594C,0x4C7E,0x594C,0x6A42,0x7312,0x085B,0x1AFC,0xDFF0
0x4C2E,0x594C,0x4C6E,0x594C,0xDC14,0x0F34,0x8D5C,0x6C9D,0xDFF0
0x4C5E,0x594C,0x4C1E,0x594C,0xD920,0x6C10,0x8F38,0xE0D9,0xDFF0
0x4C4E,0x594C,0x4C0E,0x594C,0xC774,0xC98D,0x31AD,0xE403,0xDFF0
0x4C7E,0x594C,0x4C3E,0x594C,0x085B,0x1AFC,0x6A42,0x7312,0xDFF0
0x4C6E,0x594C,0x4C2E,0x594C,0x8D5C,0x6C9D,0xDC14,0x0F34,0xDFF0
0xB064,0x42EC,0xB024,0x42EC,0x4D77,0x9561,0x355B,0xF1CA,0xDFF0
0xB074,0x42EC,0xB034,0x42EC,0x3B63,0x4A4F,0xB78A,0xB8B9,0xDFF0
0xB044,0x42EC,0xB004,0x42EC,0x865D,0xCD47,0xE1F9,0xEAD1,0xDFF0
0xB054,0x42EC,0xB014,0x42EC,0xF2AB,0x47EE,0xEC33,0xB0C6,0xDFF0
0xB024,0x42EC,0xB064,0x42EC,0x355B,0xF1CA,0x4D77,0x9561,0xDFF0
0xB034,0x42EC,0xB074,0x42EC,0xB78A,0xB8B9,0x3B63,0x4A4F,0xDFF0
0xB004,0x42EC,0xB044,0x42EC,0xE1F9,0xEAD1,0x865D,0xCD47,0xDFF0
0xB014,0x42EC,0xB054,0x42EC,0xEC33,0xB0C6,0xF2AB,0x47EE,0xDFF0
0xB064,0x02EC,0xB024,0x02EC,0x6E8B,0xD68B,0x1ECC,0x8C7D,0xDFF0
0xB074,0x02EC,0xB034,0x02EC,0x9B05,0x5E17,0x60A7,0x8452,0xDFF0
0xB044,0x02EC,0xB004,0x02EC,0x9A83,0x851E,0x92CF,0xAE18,0xDFF0
0xB054,0x02EC,0xB014,0x02EC,0xFA16,0xFE8B,0x2803,0x512D,0xDFF0
0xB024,0x02EC,0xB064,0x02EC,0x1ECC,0x8C7D,0x6E8B,0xD68B,0xDFF0
0xB034,0x02EC,0xB074,0x02EC,0x60A7,0x8452,0x9B05,0x5E17,0xDFF0
0xB004,0x02EC,0xB044,0x02EC,0x92CF,0xAE18,0x9A83,0x851E,0xDFF0
0xB014,0x02EC,0xB054,0x02EC,0x2803,0x512D,0xFA16,0xFE8B,0xDFF0
0xB064,0xC2EC,0xB024,0xC2EC,0x0FA6,0x54A4,0x7D0E,0x660D,0xDFF0
0xB074,0xC2EC,0xB034,0xC2EC,0x7922,0x2827,0x29FE,0xD079,0xDFF0
0xB044,0xC2EC,0xB004,0xC2EC,0xE153,0x992C,0x9066,0x8344,0xDFF0
0xB054,0xC2EC,0xB014,0xC2EC,0xDE80,0x003F,0x89A0,0xC8CE,0xDFF0
0xB024,0xC2EC,0xB064,0xC2EC,0x7D0E,0x660D,0x0FA6,0x54A4,0xDFF0
0xB034,0xC2EC,0xB074,0xC2EC,0x29FE,0xD079,0x7922,0x2827,0xDFF0
0xB004,0xC2EC,0xB044,0xC2EC,0x9066,0x8344,0xE153,0x992C,0xDFF0
0xB014,0xC2EC,0xB054,0xC2EC,0x89A0,0xC8CE,0xDE80,0x003F,0xDFF0
0xB064,0x82EC,0xB024,0x82EC,0x1211,0x5D8D,0xD71E,0xD832,0xDFF0
0xB074,0x82EC,0xB034,0x82EC,0xF74A,0x6112,0x4087,0x5EFD,0xDFF0
0xB044,0x82EC,0xB004,0x82EC,0xEBD9,0x4D47,0xCED2,0xC9CD,0xDFF0
0xB054,0x82EC,0xB014,0x82EC,0x80A4,0xA7F5,0x7FC5,0xE0C5,0xDFF0
0xB024,0x82EC,0xB064,0x82EC,0xD71E,0xD832,0x1211,0x5D8D,0xDFF0
0xB034,0x82EC,0xB074,0x82EC,0x4087,0x5EFD,0xF74A,0x6112,0xDFF0
0xB004,0x82EC,0xB044,0x82EC,0xCED2,0xC9CD,0xEBD9,0x4D47,0xDFF0
0xB014,0x82EC,0xB054,0x82EC,0x7FC5,0xE0C5,0x80A4,0xA7F5,0xDFF0
0xDE5D,0xF798,0xDE1D,0xF798,0x309F,0x2E99,0x57DE,0x51A2,0xDFF0
0xDE4D,0xF798,0xDE0D,0xF798,0x6B4F,0x7562,0x83B0,0xFDDE,0xDFF0
0xDE7D,0xF798,0xDE3D,0xF798,0xFAD6,0x2B66,0xE022,0x8B34,0xDFF0
0xDE6D,0xF798,0xDE2D,0xF798,0x5499,0xAB9D,0xD3F6,0x406B,0xDFF0
0xDE1D,0xF798,0xDE5D,0xF798,0x57DE,0x51A2,0x309F,0x2E99,0xDFF0
0xDE0D,0xF798,0xDE4D,0xF798,0x83B0,0xFDDE,0x6B4F,0x7562,0xDFF0
0xDE3D,0xF798,0xDE7D,0xF798,0xE022,0x8B34,0xFAD6,0x2B66,0xDFF0
0xDE2D,0xF798,0xDE6D,0xF798,0xD3F6,0x406B,0x5499,0xAB9D,0xDFF0
0xDE5D,0xB798,0xDE1D,0xB798,0x4079,0xAE97,0x497E,0x56C3,0xDFF0
0xDE4D,0xB798,0xDE0D,0xB798,0x4A4F,0x9CC1,0x8281,0x1051,0xDFF0
0xDE7D,0xB798,0xDE3D,0xB798,0x3768,0x5673,0xF083,0x0A8F,0xDFF0
0xDE6D,0xB798,0xDE2D,0xB798,0x10FA,0xF372,0x01DF,0x2BDA,0xDFF0
0xDE1D,0xB798,0xDE5D,0xB798,0x497E,0x56C3,0x4079,0xAE97,0xDFF0
0xDE0D,0xB798,0xDE4D,0xB798,0x8281,0x1051,0x4A4F,0x9CC1,0xDFF0
0xDE3D,0xB798,0xDE7D,0xB798,0xF083,0x0A8F,0x3768,0x5673,0xDFF0
0xDE2D,0xB798,0xDE6D,0xB798,0x01DF,0x2BDA,0x10FA,0xF372,0xDFF0
0xDE5D,0x7798,0xDE1D,0x7798,0xB000,0xC5FB,0xE60B,0xF945,0xDFF0
0xDE4D,0x7798,0xDE0D,0x7798,0x65E5,0xA081,0x5CCC,0x19BB,0xDFF0
0xDE7D,0x7798,0xDE3D,0x7798,0x17C8,0xCA52,0xD000,0x7FBB,0xDFF0
0xDE6D,0x7798,0xDE2D,0x7798,0xA9C5,0xC582,0xC9A8,0x49B4,0xDFF0
0xDE1D,0x7798,0xDE5D,0x7798,0xE60B,0xF945,0xB000,0xC5FB,0xDFF0
0xDE0D,0x7798,0xDE4D,0x7798,0x5CCC,0x19BB,0x65E5,0xA081,0xDFF0
0xDE3D,0x7798,0xDE7D,0x7798,0xD000,0x7FBB,0x17C8,0xCA52,0xDFF0
0xDE2D,0x7798,0xDE6D,0x7798,0xC9A8,0x49B4,0xA9C5,0xC582,0xDFF0
0xDE5D,0x3798,0xDE1D,0x3798,0x3317,0x1E94,0xDBDB,0x858B,0xDFF0
0xDE4D,0x3798,0xDE0D,0x3798,0x9F00,0x2927,0xF23A,0xD491,0xDFF0
0xDE7D,0x3798,0xDE3D,0x3798,0xD2CD,0xD715,0xC5A4,0xB145,0xDFF0
0xDE6D,0x3798,0xDE2D,0x3798,0x7C7E,0xB3A6,0xA216,0x71C2,0xDFF0
0xDE1D,0x3798,0xDE5D,0x3798,0xDBDB,0x858B,0x3317,0x1E94,0xDFF0
0xDE0D,0x3798,0xDE4D,0x3798,0xF23A,0xD491,0x9F00,0x2927,0xDFF0
0xDE3D,0x3798,0xDE7D,0x3798,0xC5A4,0xB145,0xD2CD,0xD715,0xDFF0
0xDE2D,0x3798,0xDE6D,0x3798,0xA216,0x71C2,0x7C7E,0xB3A6,0xDFF0
0x03E3,0x5781,0x03A3,0x5781,0x4203,0x2230,0x2C88,0xC04A,0xDFF0
0x03F3,0x5781,0x03B3,0x5781,0x6D40,0xBF12,0x52B4,0xDB47,0xDFF0
0x03C3,0x5781,0x0383,0x5781,0xB91A,0x999A,0x148D,0x303D,0xDFF0
0x03D3,0x5781,0x0393,0x5781,0x3B56,0xB777,0x65F2,0x3311,0xDFF0
0x03A3,0x5781,0x03E3,0x5781,0x2C88,0xC04A,0x4203,0x2230,0xDFF0
0x03B3,0x5781,0x03F3,0x5781,0x52B4,0xDB47,0x6D40,0xBF12,0xDFF0
0x0383,0x5781,0x03C3,0x5781,0x148D,0x303D,0xB91A,0x999A,0xDFF0
0x0393,0x5781,0x03D3,0x5781,0x65F2,0x3311,0x3B56,0xB777,0xDFF0
0x03E3,0x1781,0x03A3,0x1781,0x2810,0xB1D0,0xB86C,0x95F3,0xDFF0
0x03F3,0x1781,0x03B3,0x1781,0xE706,0x9A41,0x3CB6,0x6B54,0xDFF0
0x03C3,0x1781,0x0383,0x1781,0xD63B,0x51FE,0x4C87,0x93FB,0xDFF0
0x03D3,0x1781,0x0393,0x1781,0x11C6,0xCDB0,0x809A,0x9372,0xDFF0
0x03A3,0x1781,0x03E3,0x1781,0xB86C,0x95F3,0x2810,0xB1D0,0xDFF0
0x03B3,0x1781,0x03F3,0x1781,0x3CB6,0x6B54,0xE706,0x9A41,0xDFF0
0x0383,0x1781,0x03C3,0x1781,0x4C87,0x93FB,0xD63B,0x51FE,0xDFF0
0x0393,0x1781,0x03D3,0x1781,0x809A,0x9372,0x11C6,0xCDB0,0xDFF0
0x03E3,0xD781,0x03A3,0xD781,0xBCA1,0x861E,0x6341,0x2C42,0xDFF0
0x03F3,0xD781,0x03B3,0xD781,0xA195,0x157F,0x3609,0xC0D0,0xDFF0
0x03C3,0xD781,0x0383,0xD781,0x4C3E,0x839A,0x0591,0x9BA6,0xDFF0
0x03D3,0xD781,0x0393,0xD781,0x5B08,0xD745,0x0DB3,0xE4D8,0xDFF0
0x03A3,0xD781,0x03E3,0xD781,0x6341,0x2C42,0xBCA1,0x861E,0xDFF0
0x03B3,0xD781,0x03F3,0xD781,0x3609,0xC0D0,0xA195,0x157F,0xDFF0
0x0383,0xD781,0x03C3,0xD781,0x0591,0x9BA6,0x4C3E,0x839A,0xDFF0
0x0393,0xD781,0x03D3,0xD781,0x0DB3,0xE4D8,0x5B08,0xD745,0xDFF0
0x03E3,0x9781,0x03A3,0x9781,0x5180,0x11C1,0xB6FF,0xA30D,0xDFF0
0x03F3,0x9781,0x03B3,0x9781,0x1171,0xB554,0xED70,0xA516,0xDFF0
0x03C3,0x9781,0x0383,0x9781,0x00A2,0x35F1,0x02E1,0xA272,0xDFF0
0x03D3,0x9781,0x0393,0x9781,0x1A71,0x438C,0x7B61,0xF98C,0xDFF0
0x03A3,0x9781,0x03E3,0x9781,0xB6FF,0xA30D,0x5180,0x11C1,0xDFF0
0x03B3,0x9781,0x03F3,0x9781,0xED70,0xA516,0x1171,0xB554,0xDFF0
0x0383,0x9781,0x03C3,0x9781,0x02E1,0xA272,0x00A2,0x35F1,0xDFF0
0x0393,0x9781,0x03D3,0x9781,0x7B61,0xF98C,0x1A71,0x438C,0xDFF0
0x5E3C,0x7E5A,0x5E7C,0x7E5A,0x5D3A,0x3A4D,0x6709,0x5432,0xDFF0
0x5E2C,0x7E5A,0x5E6C,0x7E5A,0xE96C,0x44A6,0xCAC5,0x29E4,0xDFF0
0x5E1C,0x7E5A,0x5E5C,0x7E5A,0x9CCA,0x919F,0x2EC5,0x58C5,0xDFF0
0x5E0C,0x7E5A,0x5E4C,0x7E5A,0x2278,0x1C12,0xCBF3,0x1CF2,0xDFF0
0x5E7C,0x7E5A,0x5E3C,0x7E5A,0x6709,0x5432,0x5D3A,0x3A4D,0xDFF0
0x5E6C,0x7E5A,0x5E2C,0x7E5A,0xCAC5,0x29E4,0xE96C,0x44A6,0xDFF0
0x5E5C,0x7E5A,0x5E1C,0x7E5A,0x2EC5,0x58C5,0x9CCA,0x919F,0xDFF0
0x5E4C,0x7E5A,0x5E0C,0x7E5A,0xCBF3,0x1CF2,0x2278,0x1C12,0xDFF0
0x5E3C,0x3E5A,0x5E7C,0x3E5A,0xEC8F,0x359C,0x83E0,0x0D7F,0xDFF0
0x5E2C,0x3E5A,0x5E6C,0x3E5A,0xCAB0,0x36FD,0x1900,0x6BFD,0xDFF0
0x5E1C,0x3E5A,0x5E5C,0x3E5A,0x3F4C,0xCA75,0xB3D3,0x8BD8,0xDFF0
0x5E0C,0x3E5A,0x5E4C,0x3E5A,0x47E1,0x6E9F,0xAC80,0x409D,0xDFF0
0x5E7C,0x3E5A,0x5E3C,0x3E5A,0x83E0,0x0D7F,0xEC8F,0x359C,0xDFF0
0x5E6C,0x3E5A,0x5E2C,0x3E5A,0x1900,0x6BFD,0xCAB0,0x36FD,0xDFF0
0x5E5C,0x3E5A,0x5E1C,0x3E5A,0xB3D3,0x8BD8,0x3F4C,0xCA75,0xDFF0
0x5E4C,0x3E5A,0x5E0C,0x3E5A,0xAC80,0x409D,0x47E1,0x6E9F,0xDFF0
0x5E3C,0xFE5A,0x5E7C,0xFE5A,0x3834,0xAAA6,0xB1B4,0x11A5,0xDFF0
0x5E2C,0xFE5A,0x5E6C,0xFE5A,0xEE64,0x943F,0x4C0C,0xDC24,0xDFF0
0x5E1C,0xFE5A,0x5E5C,0xFE5A,0x1BA4,0xC70E,0xBC04,0xD16C,0xDFF0
0x5E0C,0xFE5A,0x5E4C,0xFE5A,0x39FC,0x5D3F,0x8E44,0x2B07,0xDFF0
0x5E7C,0xFE5A,0x5E3C,0xFE5A,0xB1B4,0x11A5,0x3834,0xAAA6,0xDFF0
0x5E6C,0xFE5A,0x5E2C,0xFE5A,0x4C0C,0xDC24,0xEE64,0x943F,0xDFF0
0x5E5C,0xFE5A,0x5E1C,0xFE5A,0xBC04,0xD16C,0x1BA4,0xC70E,0xDFF0
0x5E4C,0xFE5A,0x5E0C,0xFE5A,0x8E44,0x2B07,0x39FC,0x5D3F,0xDFF0
0x5E3C,0xBE5A,0x5E7C,0xBE5A,0xB0F6,0x3D60,0xE9C2,0xD747,0xDFF0
0x5E2C,0xBE5A,0x5E6C,0xBE5A,0xFDAD,0xB678,0x13B9,0x7B1E,0xDFF0
0x5E1C,0xBE5A,0x5E5C,0xBE5A,0x53BA,0x7A34,0x6C36,0xB648,0xDFF0
0x5E0C,0xBE5A,0x5E4C,0xBE5A,0x9E45,0xD099,0x19F1,0x6D6E,0xDFF0
0x5E7C,0xBE5A,0x5E3C,0xBE5A,0xE9C2,0xD747,0xB0F6,0x3D60,0xDFF0
0x5E6C,0xBE5A,0x5E2C,0xBE5A,0x13B9,0x7B1E,0xFDAD,0xB678,0xDFF0
0x5E5C,0xBE5A,0x5E1C,0xBE5A,0x6C36,0xB648,0x53BA,0x7A34,0xDFF0
0x5E4C,0xBE5A,0x5E0C,0xBE5A,0x19F1,0x6D6E,0x9E45,0xD099,0xDFF0
0x7FDF,0x425B,0x7F9F,0x425B,0x12F1,0xC156,0xD1CD,0xF05A,0xDFF0
0x7FCF,0x425B,0x7F8F,0x425B,0xAF6A,0x094E,0x8FCE,0x3023,0xDFF0
0x7FFF,0x425B,0x7FBF,0x425B,0x0CA0,0xAFE7,0xCE7F,0xA681,0xDFF0
0x7FEF,0x425B,0x7FAF,0x425B,0x93ED,0xAC5B,0x8EAE,0x917A,0xDFF0
0x7F9F,0x425B,0x7FDF,0x425B,0xD1CD,0xF05A,0x12F1,0xC156,0xDFF0
0x7F8F,0x425B,0x7FCF,0x425B,0x8FCE,0x3023,0xAF6A,0x094E,0xDFF0
0x7FBF,0x425B,0x7FFF,0x425B,0xCE7F,0xA681,0x0CA0,0xAFE7,0xDFF0
0x7FAF,0x425B,0x7FEF,0x425B,0x8EAE,0x917A,0x93ED,0xAC5B,0xDFF0
0x7FDF,0x025B,0x7F9F,0x025B,0x4257,0x7074,0x67DD,0xC88F,0xDFF0
0x7FCF,0x025B,0x7F8F,0x025B,0x33A1,0x9051,0xE9BD,0x09FE,0xDFF0
0x7FFF,0x025B,0x7FBF,0x025B,0x4F5D,0x0784,0x6D99,0x16D2,0xDFF0
0x7FEF,0x025B,0x7FAF,0x025B,0x8485,0xBE67,0xF3FA,0xDA81,0xDFF0
0x7F9F,0x025B,0x7FDF,0x025B,0x67DD,0xC88F,0x4257,0x7074,0xDFF0
0x7F8F,0x025B,0x7FCF,0x025B,0xE9BD,0x09FE,0x33A1,0x9051,0xDFF0
0x7FBF,0x025B,0x7FFF,0x025B,0x6D99,0x16D2,0x4F5D,0x0784,0xDFF0
0x7FAF,0x025B,0x7FEF,0x025B,0xF3FA,0xDA81,0x8485,0xBE67,0xDFF0
0x7FDF,0xC25B,0x7F9F,0xC25B,0xBEB8,0xC998,0xA095,0x7317,0xDFF0
0x7FCF,0xC25B,0x7F8F,0xC25B,0xF1F1,0x61A4,0xE781,0x68A5,0xDFF0
0x7FFF,0xC25B,0x7FBF,0xC25B,0x24B9,0x4DEB,0x439D,0x1946,0xDFF0
0x7FEF,0xC25B,0x7FAF,0xC25B,0x4CA3,0xFD4B,0x9071,0x6574,0xDFF0
0x7F9F,0xC25B,0x7FDF,0xC25B,0xA095,0x7317,0xBEB8,0xC998,0xDFF0
0x7F8F,0xC25B,0x7FCF,0xC25B,0xE781,0x68A5,0xF1F1,0x61A4,0xDFF0
0x7FBF,0xC25B,0x7FFF,0xC25B,0x439D,0x1946,0x24B9,0x4DEB,0xDFF0
0x7FAF,0xC25B,0x7FEF,0xC25B,0x9071,0x6574,0x4CA3,0xFD4B,0xDFF0
0x7FDF,0x825B,0x7F9F,0x825B,0xFEC8,0x092B,0xCC01,0x0CB4,0xDFF0
0x7FCF,0x825B,0x7F8F,0x825B,0xBB63,0x773D,0xF03D,0x1AE5,0xDFF0
0x7FFF,0x825B,0x7FBF,0x825B,0x43A2,0x69B5,0x9F99,0x8F5F,0xDFF0
0x7FEF,0x825B,0x7FAF,0x825B,0x0838,0x3894,0x030C,0x14D2,0xDFF0
0x7F9F,0x825B,0x7FDF,0x825B,0xCC01,0x0CB4,0xFEC8,0x092B,0xDFF0
0x7F8F,0x825B,0x7FCF,0x825B,0xF03D,0x1AE5,0xBB63,0x773D,0xDFF0
0x7FBF,0x825B,0x7FFF,0x825B,0x9F99,0x8F5F,0x43A2,0x69B5,0xDFF0
0x7FAF,0x825B,0x7FEF,0x825B,0x030C,0x14D2,0x0838,0x3894,0xDFF0
0x79BF,0xBC96,0x79FF,0xBC96,0xC6FA,0x3D04,0x5919,0xE4F8,0xDFF0
0x79AF,0xBC96,0x79EF,0xBC96,0xA73B,0x75E1,0x204B,0xF980,0xDFF0
0x799F,0xBC96,0x79DF,0xBC96,0xC3ED,0xEC6B,0x6D31,0x5995,0xDFF0
0x798F,0xBC96,0x79CF,0xBC96,0xC7C2,0x61C2,0x76F2,0x82B1,0xDFF0
0x79FF,0xBC96,0x79BF,0xBC96,0x5919,0xE4F8,0xC6FA,0x3D04,0xDFF0
0x79EF,0xBC96,0x79AF,0xBC96,0x204B,0xF980,0xA73B,0x75E1,0xDFF0
0x79DF,0xBC96,0x799F,0xBC96,0x6D31,0x5995,0xC3ED,0xEC6B,0xDFF0
0x79CF,0xBC96,0x798F,0xBC96,0x76F2,0x82B1,0xC7C2,0x61C2,0xDFF0
0x79BF,0xFC96,0x79FF,0xFC96,0x360B,0x85B7,0x00F0,0x9B0C,0xDFF0
0x79AF,0xFC96,0x79EF,0xFC96,0x6E70,0x544A,0x5DBC,0x2D86,0xDFF0
0x799F,0xFC96,0x79DF,0xFC96,0x70FC,0x81B1,0xFE06,0x21F2,0xDFF0
0x798F,0xFC96,0x79CF,0xFC96,0x3088,0x3BE3,0x7BD4,0xD256,0xDFF0
0x79FF,0xFC96,0x79BF,0xFC96,0x00F0,0x9B0C,0x360B,0x85B7,0xDFF0
0x79EF,0xFC96,0x79AF,0xFC96,0x5DBC,0x2D86,0x6E70,0x544A,0xDFF0
0x79DF,0xFC96,0x799F,0xFC96,0xFE06,0x21F2,0x70FC,0x81B1,0xDFF0
0x79CF,0xFC96,0x798F,0xFC96,0x7BD4,0xD256,0x3088,0x3BE3,0xDFF0
0x79BF,0x3C96,0x79FF,0x3C96,0xCBE0,0x2935,0xE7E9,0x21CE,0xDFF0
0x79AF,0x3C96,0x79EF,0x3C96,0xC1CD,0xA37F,0xB515,0xBCB7,0xDFF0
0x799F,0x3C96,0x79DF,0x3C96,0x1BE2,0x331E,0xE61E,0xD5C0,0xDFF0
0x798F,0x3C96,0x79CF,0x3C96,0xCD68,0xE190,0x601B,0x1323,0xDFF0
0x79FF,0x3C96,0x79BF,0x3C96,0xE7E9,0x21CE,0xCBE0,0x2935,0xDFF0
0x79EF,0x3C96,0x79AF,0x3C96,0xB515,0xBCB7,0xC1CD,0xA37F,0xDFF0
0x79DF,0x3C96,0x799F,0x3C96,0xE61E,0xD5C0,0x1BE2,0x331E,0xDFF0
0x79CF,0x3C96,0x798F,0x3C96,0x601B,0x1323,0xCD68,0xE190,0xDFF0
0x79BF,0x7C96,0x79FF,0x7C96,0xE6B2,0xCE1A,0xEB76,0x89BE,0xDFF0
0x79AF,0x7C96,0x79EF,0x7C96,0x82A6,0xBD50,0xCA86,0x6571,0xDFF0
0x799F,0x7C96,0x79DF,0x7C96,0x4C28,0x069A,0xB8B4,0x13B7,0xDFF0
0x798F,0x7C96,0x79CF,0x7C96,0xEDEC,0x3153,0x07E4,0x0008,0xDFF0
0x79FF,0x7C96,0x79BF,0x7C96,0xEB76,0x89BE,0xE6B2,0xCE1A,0xDFF0
0x79EF,0x7C96,0x79AF,0x7C96,0xCA86,0x6571,0x82A6,0xBD50,0xDFF0
0x79DF,0x7C96,0x799F,0x7C96,0xB8B4,0x13B7,0x4C28,0x069A,0xDFF0
0x79CF,0x7C96,0x798F,0x7C96,0x07E4,0x0008,0xEDEC,0x3153,0xDFF0
0x6D85,0x2F4E,0x6DC5,0x2F4E,0xBFB1,0x5B00,0x39BD,0x6602,0xDFF0
0x6D95,0x2F4E,0x6DD5,0x2F4E,0x535F,0x165C,0xF17A,0x24EE,0xDFF0
0x6DA5,0x2F4E,0x6DE5,0x2F4E,0x2FC3,0xC2D8,0x3EBB,0xC043,0xDFF0
0x6DB5,0x2F4E,0x6DF5,0x2F4E,0x885B,0x77B3,0x7DA4,0xBF15,0xDFF0
0x6DC5,0x2F4E,0x6D85,0x2F4E,0x39BD,0x6602,0xBFB1,0x5B00,0xDFF0
0x6DD5,0x2F4E,0x6D95,0x2F4E,0xF17A,0x24EE,0x535F,0x165C,0xDFF0
0x6DE5,0x2F4E,0x6DA5,0x2F4E,0x3EBB,0xC043,0x2FC3,0xC2D8,0xDFF0
0x6DF5,0x2F4E,0x6DB5,0x2F4E,0x7DA4,0xBF15,0x885B,0x77B3,0xDFF0
0x6D85,0x6F4E,0x6DC5,0x6F4E,0xB842,0xADC4,0xC093,0x7D47,0xDFF0
0x6D95,0x6F4E,0x6DD5,0x6F4E,0xAB86,0xB0C3,0xB4EE,0x926D,0xDFF0
0x6DA5,0x6F4E,0x6DE5,0x6F4E,0x2817,0x469F,0x701C,0x0C53,0xDFF0
0x6DB5,0x6F4E,0x6DF5,0x6F4E,0x5856,0x77FB,0x9BD5,0xAFBE,0xDFF0
0x6DC5,0x6F4E,0x6D85,0x6F4E,0xC093,0x7D47,0xB842,0xADC4,0xDFF0
0x6DD5,0x6F4E,0x6D95,0x6F4E,0xB4EE,0x926D,0xAB86,0xB0C3,0xDFF0
0x6DE5,0x6F4E,0x6DA5,0x6F4E,0x701C,0x0C53,0x2817,0x469F,0xDFF0
0x6DF5,0x6F4E,0x6DB5,0x6F4E,0x9BD5,0xAFBE,0x5856,0x77FB,0xDFF0
0x6D85,0xAF4E,0x6DC5,0xAF4E,0x0629,0xDE2D,0xCF5D,0x5DE7,0xDFF0
0x6D95,0xAF4E,0x6DD5,0xAF4E,0x5088,0x9CB8,0x46F1,0xE874,0xDFF0
0x6DA5,0xAF4E,0x6DE5,0xAF4E,0x890C,0xFFBC,0x65B9,0xEE5F,0xDFF0
0x6DB5,0xAF4E,0x6DF5,0xAF4E,0x21F4,0x8F63,0x4999,0xE3A2,0xDFF0
0x6DC5,0xAF4E,0x6D85,0xAF4E,0xCF5D,0x5DE7,0x0629,0xDE2D,0xDFF0
0x6DD5,0xAF4E,0x6D95,0xAF4E,0x46F1,0xE874,0x5088,0x9CB8,0xDFF0
0x6DE5,0xAF4E,0x6DA5,0xAF4E,0x65B9,0xEE5F,0x890C,0xFFBC,0xDFF0
0x6DF5,0xAF4E,0x6DB5,0xAF4E,0x4999,0xE3A2,0x21F4,0x8F63,0xDFF0
0x6D85,0xEF4E,0x6DC5,0xEF4E,0x257D,0x1E18,0xEEC2,0x4477,0xDFF0
0x6D95,0xEF4E,0x6DD5,0xEF4E,0xABEA,0x72B1,0x6D53,0x6B8E,0xDFF0
